id,dt,name,Lon,Lat,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,numclouds,tempdiff,lon_cat,lat_cat,humidity_cat,temp_cat,pressure_cat,wind_speed_cat,wind_deg_cat
4414749,1637719770,Wildwood,-90.6629,38.5828,6.16,6.16,3.88,7.48,1018,46,0.45,117,1,3.6000000000000005,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,East
4404233,1637719770,Poplar Bluff,-90.3929,36.757,4.35,3.15,3.94,5.85,1021,70,1.54,140,1,1.9099999999999997,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4414001,1637719771,Wentzville,-90.8529,38.8114,6.95,6.95,4.57,8.25,1017,46,0.89,174,0,3.6799999999999997,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4132093,1637719770,Springdale,-94.1288,36.1867,10.86,9.57,8.73,12.01,1016,60,3.58,150,1,3.2799999999999994,"[-95,-85)","[35,40)","[60,80)",High,Low,Low,South
4375663,1637719770,Ballwin,-90.5462,38.5951,6.23,6.23,4.14,7.75,1018,46,0.45,117,1,3.6100000000000003,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,East
4381072,1637719770,Chesterfield,-90.5771,38.6631,6.68,4.75,4.41,8.01,1018,43,2.68,160,1,3.5999999999999996,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4396915,1637719770,Manchester,-90.5093,38.597,6.33,6.33,4.3,7.91,1019,47,0.89,198,1,3.6100000000000003,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4375087,1637719770,Arnold,-90.3776,38.4328,5.94,5.94,4.17,7.88,1019,51,0.45,162,0,3.71,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4401242,1637719770,O'Fallon,-90.6999,38.8106,6.88,6.88,4.38,8.44,1017,43,0.89,180,1,4.06,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4110486,1637719770,Fayetteville,-94.1574,36.0626,10.78,9.43,8.35,11.85,1016,58,1.79,157,1,3.5,"[-95,-85)","[35,40)","[40,60)",High,Low,Very Low,South
4407237,1637719770,City of Saint Peters,-90.6265,38.8003,6.93,6.35,4.56,8.14,1017,43,1.34,159,1,3.580000000000001,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4393739,1637719770,Kirkwood,-90.4068,38.5834,5.94,5.94,4.01,7.72,1018,50,0.89,198,1,3.71,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4382072,1637719770,Concord,-90.3573,38.5245,5.87,5.87,4.08,7.79,1019,52,0.45,97,1,3.71,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,East
4401618,1637719770,Oakville,-90.3046,38.4701,5.8,4.52,3.61,7.84,1019,53,1.79,67,1,4.23,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,East
4397962,1637719770,Mehlville,-90.3229,38.5084,5.88,5.16,3.63,7.86,1018,52,1.34,180,1,4.23,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4374513,1637719770,Affton,-90.3332,38.5506,5.86,5.86,3.58,7.81,1019,52,0.45,148,1,4.2299999999999995,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4382837,1637719770,Creve Coeur,-90.4226,38.6609,6.1,4.06,4.09,8.27,1018,48,2.68,141,1,4.18,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4413872,1637719771,Webster Groves,-90.3573,38.5925,6.04,6.04,4.21,7.92,1019,50,0.45,148,1,3.71,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4405180,1637719770,Raymore,-94.4527,38.8019,12.45,11.16,10.94,14.38,1012,54,1.79,155,1,3.4400000000000013,"[-95,-85)","[35,40)","[40,60)",High,Low,Very Low,South
4397340,1637719770,Maryland Heights,-90.4298,38.7131,6.3,4.66,4.25,8.44,1018,47,2.24,186,1,4.1899999999999995,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4394905,1637719770,Lemay,-90.2793,38.5334,5.99,5.99,3.83,8.05,1018,53,0.45,148,1,4.220000000000001,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4406831,1637719770,Saint Charles,-90.4812,38.7839,6.61,4.67,4.52,8.13,1019,44,2.68,281,1,3.610000000000001,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,West
4394870,1637719770,Lee's Summit,-94.3822,38.9108,12.63,11.33,11.06,14.57,1011,53,0.45,195,1,3.51,"[-95,-85)","[35,40)","[40,60)",High,Low,Very Low,South
4381478,1637719770,Clayton,-90.3237,38.6426,5.96,5.96,4.17,7.88,1018,50,0.45,148,1,3.71,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4377664,1637719770,Blue Springs,-94.2816,39.0169,12.8,11.52,11.14,14.65,1011,53,1.79,158,1,3.51,"[-95,-85)","[35,40)","[40,60)",High,Low,Very Low,South
4402178,1637719770,Overland,-90.3623,38.7012,5.94,3,4.05,8.23,1018,49,4.02,147,1,4.180000000000001,"[-95,-85)","[35,40)","[40,60)",Low,Low,Low,South
4376482,1637719770,Belton,-94.5319,38.812,12.56,11.26,11.04,14.42,1013,53,1.79,155,0,3.380000000000001,"[-95,-85)","[35,40)","[40,60)",High,Low,Very Low,South
4412697,1637719771,University City,-90.3093,38.6559,6.01,6.01,3.73,7.96,1018,50,0.89,158,1,4.23,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4131116,1637719770,Siloam Springs,-94.5405,36.1881,11.53,10.15,9.12,12.51,1016,54,5.14,160,1,3.3900000000000006,"[-95,-85)","[35,40)","[40,60)",High,Low,Low,South
4389967,1637719770,Hazelwood,-90.3709,38.7714,6.12,3.46,4.19,8.38,1017,46,3.6,150,1,4.19,"[-95,-85)","[35,40)","[40,60)",Low,Low,Low,South
4234969,1637719770,Cahokia,-90.1901,38.5709,5.96,2.97,3.97,8.2,1019,53,4.12,160,1,4.229999999999999,"[-95,-85)","[35,40)","[40,60)",Low,Low,Low,South
4388460,1637719770,Grandview,-94.533,38.8858,12.72,11.43,11.1,14.48,1012,53,0.89,198,1,3.380000000000001,"[-95,-85)","[35,40)","[40,60)",High,Low,Very Low,South
4386387,1637719770,Ferguson,-90.3054,38.7442,6.05,5.35,4.28,7.99,1017,49,1.34,112,1,3.71,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,East
4407066,1637719770,St Louis,-90.1979,38.6273,5.89,5.89,3.86,8.09,1020,53,0.89,158,1,4.23,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4386802,1637719770,Florissant,-90.3226,38.7892,6,5.3,3.73,8.38,1017,47,1.34,112,1,4.65,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,East
4125388,1637719770,Paragould,-90.4973,36.0584,5.14,2.15,3.94,6.91,1022,74,3.8,168,0,2.97,"[-95,-85)","[35,40)","[60,80)",Low,High,Low,South
4405188,1637719770,Raytown,-94.4636,39.0086,12.93,11.61,11.1,14.61,1011,51,0.89,211,1,3.51,"[-95,-85)","[35,40)","[40,60)",High,Low,Very Low,South
4385018,1637719770,"Independence, Mo",-94.3552,39.0956,13.34,12.11,11.47,14.98,1011,53,0.89,118,1,3.51,"[-95,-85)","[35,40)","[40,60)",High,Low,Very Low,East
4237579,1637719770,East Saint Louis,-90.1509,38.6245,5.87,2.86,3.95,8.18,1019,54,4.12,160,1,4.2299999999999995,"[-95,-85)","[35,40)","[40,60)",Low,Low,Low,South
4391812,1637719770,Independence,-94.4155,39.0911,12.99,11.62,11.17,14.55,1010,49,0.89,211,1,3.380000000000001,"[-95,-85)","[35,40)","[40,60)",High,Low,Very Low,South
4116834,1637719770,Jonesboro,-90.7043,35.8423,6.37,5.18,4.9,6.87,1022,65,1.79,170,1,1.9699999999999998,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4239714,1637719770,Granite City,-90.1487,38.7014,5.86,5.86,3.94,8.17,1019,53,0.89,153,1,4.23,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4409591,1637719771,Spanish Lake,-90.2159,38.7878,5.77,5.04,3.7,7.93,1017,51,1.34,112,1,4.2299999999999995,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,East
4274317,1637719770,Leawood,-94.6169,38.9667,13.18,11.86,11.37,14.75,1005,50,2.24,241,1,3.380000000000001,"[-95,-85)","[35,40)","[40,60)",High,Very Low,Very Low,West
4277718,1637719770,Prairie Village,-94.6336,38.9917,13.08,11.72,11.22,14.6,1005,49,2.24,241,1,3.379999999999999,"[-95,-85)","[35,40)","[40,60)",High,Very Low,Very Low,West
4276873,1637719770,Overland Park,-94.6708,38.9822,12.96,11.59,11.08,14.46,1005,49,1.34,176,1,3.380000000000001,"[-95,-85)","[35,40)","[40,60)",High,Very Low,Very Low,South
4274356,1637719770,Lenexa,-94.7336,38.9536,13.11,11.78,11.49,14.55,1005,50,3.13,130,1,3.0600000000000005,"[-95,-85)","[35,40)","[40,60)",High,Very Low,Low,East
4129397,1637719770,Russellville,-93.1338,35.2784,9.6,9.15,8.41,10.66,1019,62,1.54,0,1,2.25,"[-95,-85)","[35,40)","[60,80)",High,Low,Very Low,North
4393217,1637719770,Kansas City,-94.5786,39.0997,13.47,12.07,11.43,14.82,1010,46,5.81,170,1,3.3900000000000006,"[-95,-85)","[35,40)","[40,60)",High,Low,Low,South
4276614,1637719770,Olathe,-94.8191,38.8814,13.09,11.73,11.51,14.57,1010,49,2.68,180,1,3.0600000000000005,"[-95,-85)","[35,40)","[40,60)",High,Low,Very Low,South
4232679,1637719770,Alton,-90.1843,38.8906,5.71,1.73,3.83,8.01,1017,53,6.17,160,1,4.18,"[-95,-85)","[35,40)","[40,60)",Low,Low,High,South
4395052,1637719770,Liberty,-94.4191,39.2461,13.54,12.2,11.81,14.87,1015,48,2.24,180,1,3.0599999999999987,"[-95,-85)","[35,40)","[40,60)",High,Low,Very Low,South
4271935,1637719770,Gardner,-94.9272,38.8108,13.02,11.66,11.5,14.51,1010,49,6.17,170,1,3.01,"[-95,-85)","[35,40)","[40,60)",High,Low,High,South
4273837,1637719770,Kansas City,-94.6275,39.1142,13.62,12.21,11.53,14.92,1010,45,5.81,170,1,3.3900000000000006,"[-95,-85)","[35,40)","[40,60)",High,Low,Low,South
4251841,1637719770,Upper Alton,-90.1507,38.9114,5.56,4.24,3.77,7.95,1017,53,1.79,137,1,4.18,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4279247,1637719770,Shawnee,-94.7202,39.0417,13.15,11.8,11.12,14.51,1005,49,2.68,143,1,3.3900000000000006,"[-95,-85)","[35,40)","[40,60)",High,Very Low,Very Low,South
4239509,1637719770,Godfrey,-90.1868,38.9556,5.48,1.44,3.62,7.8,1017,53,6.17,160,1,4.18,"[-95,-85)","[35,40)","[40,60)",Low,Low,High,South
4130430,1637719770,Searcy,-91.7363,35.2506,6.44,5.8,5.62,9.73,1021,68,1.34,170,1,4.11,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4387990,1637719770,Gladstone,-94.5547,39.2039,13.5,12.03,11.33,14.71,1013,43,0.89,135,1,3.380000000000001,"[-95,-85)","[35,40)","[40,60)",High,Low,Very Low,South
4389418,1637719770,Hannibal,-91.3585,39.7084,7.95,5.19,5.4,9.45,1015,34,4.63,160,1,4.049999999999999,"[-95,-85)","[35,40)","[0,40)",Low,Low,Low,South
4106458,1637719770,Conway,-92.4421,35.0887,8.72,8.72,5.88,10.14,1020,62,0,0,90,4.260000000000001,"[-95,-85)","[35,40)","[60,80)",High,High,Very Low,North
4552707,1637719771,Tahlequah,-94.97,35.9154,13.01,11.44,11.14,14.13,1016,41,4.12,160,1,2.99,"[-95,-85)","[35,40)","[40,60)",High,Low,Low,South
4134716,1637719770,Van Buren,-94.3483,35.4368,12.36,11.11,10.48,13.6,1019,56,0.89,157,1,3.119999999999999,"[-95,-85)","[35,40)","[40,60)",High,Low,Very Low,South
4247703,1637719770,Quincy,-91.4099,39.9356,7.71,7.71,5.25,9.2,1014,47,0.89,214,1,3.9499999999999993,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4111410,1637719770,Fort Smith,-94.3986,35.3859,12.44,11.18,10.03,13.57,1018,55,1.79,93,1,3.540000000000001,"[-95,-85)","[35,40)","[40,60)",High,Low,Very Low,East
4274305,1637719770,Leavenworth,-94.9225,39.3111,14.23,12.91,11.92,14.97,1009,46,2.68,147,1,3.0500000000000007,"[-95,-85)","[35,40)","[40,60)",High,Very Low,Very Low,South
4111382,1637719770,Forrest City,-90.7898,35.0081,3.92,0.71,3.92,5.88,1023,49,3.71,168,0,1.96,"[-95,-85)","[35,40)","[40,60)",Low,High,Low,South
4241704,1637719770,Jacksonville,-90.229,39.7339,4.16,-0.24,1.66,5.23,1017,48,6.17,160,1,3.5700000000000003,"[-95,-85)","[35,40)","[40,60)",Low,Low,High,South
4407010,1637719770,Saint Joseph,-94.8466,39.7686,13.54,12.15,12.21,14.77,1009,46,8.23,180,1,2.5599999999999987,"[-95,-85)","[35,40)","[40,60)",High,Very Low,High,South
4135865,1637719770,West Memphis,-90.1845,35.1465,6.48,4.6,4,9.17,1022,70,2.57,170,1,5.17,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4641239,1637719771,Memphis,-90.049,35.1495,6.65,4.8,3.9,9.07,1022,53,2.57,150,1,5.17,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4645421,1637719771,New South Memphis,-90.0568,35.0868,6.69,4.85,3.9,9.06,1022,53,2.57,150,1,5.16,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4299670,1637719770,Madisonville,-87.4989,37.3281,2.24,-1.09,0.4,4.02,1024,55,3.36,151,0,3.6199999999999997,"[-95,-85)","[35,40)","[40,60)",Low,High,Low,South
4294494,1637719770,Henderson,-87.59,37.8362,2.77,-0.96,0.98,3.88,1019,58,4.12,140,1,2.9,"[-95,-85)","[35,40)","[40,60)",Low,Low,Low,South
4303436,1637719770,Owensboro,-87.1133,37.7742,2.51,-0.93,-0.95,3.9,1024,52,3.6,150,1,4.85,"[-95,-85)","[35,40)","[40,60)",Low,High,Low,South
4257227,1637719770,Evansville,-87.5558,37.9748,3.01,1.3,1.01,3.9,1023,54,1.79,156,1,2.8899999999999997,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4295251,1637719770,Hopkinsville,-87.4886,36.8656,2.89,-0.34,0.49,5.02,1025,69,3.41,148,0,4.529999999999999,"[-95,-85)","[35,40)","[60,80)",Low,High,Low,South
4048662,1637719770,Paducah,-88.6001,37.0834,4.1,2.26,3.36,5.43,1022,56,2.06,150,1,2.07,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4613868,1637719771,Clarksville,-87.3595,36.5298,3.18,0.25,0.61,5.14,1023,53,3.09,140,1,4.529999999999999,"[-95,-85)","[35,40)","[40,60)",Low,High,Low,South
4285268,1637719770,Bowling Green,-86.4436,36.9903,0.63,0.63,-1.59,3.29,1025,68,0,0,1,4.88,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,North
4259640,1637719770,Jasper,-86.9311,38.3914,2.32,-0.79,0.34,3.75,1024,58,3.09,150,1,3.41,"[-95,-85)","[35,40)","[40,60)",Low,High,Low,South
4302035,1637719770,Murray,-88.3148,36.6103,4.07,4.07,1.45,5.7,1021,51,0.89,160,1,4.25,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4659557,1637719771,Springfield,-86.885,36.5092,1.94,0.4,-1.29,4.83,1024,59,1.54,130,75,6.12,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,East
4243899,1637719770,Marion,-88.9331,37.7306,3.23,0.74,0.92,5.89,1022,55,2.57,150,1,4.97,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4266307,1637719770,Vincennes,-87.5286,38.6773,1.88,0.64,1.02,3.61,1022,67,1.34,124,1,2.59,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,East
4305504,1637719770,Radcliff,-85.9491,37.8404,-0.58,-0.58,-3.14,2.79,1024,66,0.89,121,1,5.93,"[-95,-85)","[35,40)","[60,80)",Very Low,High,Very Low,East
4290988,1637719770,Elizabethtown,-85.8591,37.694,-0.57,-2.47,-3.13,2.79,1025,72,1.54,150,1,5.92,"[-95,-85)","[35,40)","[60,80)",Very Low,High,Very Low,South
4625282,1637719771,Goodlettsville,-86.7133,36.3231,2.5,0.11,-1.45,5.23,1026,71,2.32,125,0,6.680000000000001,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,East
4245152,1637719770,Mt. Vernon,-88.9031,38.3173,3.92,2.05,1.68,5.14,1022,59,2.06,170,1,3.46,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4235193,1637719770,Carbondale,-89.2168,37.7273,3.68,0.49,2.9,5.24,1021,57,3.6,160,1,2.3400000000000003,"[-95,-85)","[35,40)","[40,60)",Low,High,Low,South
4628735,1637719771,Hendersonville,-86.62,36.3048,2.43,0.19,-1.46,5.22,1027,67,2.17,124,0,6.68,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,East
4624180,1637719771,Gallatin,-86.4467,36.3884,1.81,-0.56,-1.56,5.06,1023,71,2.19,129,0,6.619999999999999,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,East
4311963,1637719770,Valley Station,-85.8702,38.1112,0.27,-3.25,-2.64,2.67,1024,69,3.09,150,1,5.3100000000000005,"[-95,-85)","[35,40)","[60,80)",Low,High,Low,South
4304713,1637719770,Pleasure Ridge Park,-85.8583,38.1454,0.28,-3.24,-2.66,2.65,1024,68,3.09,150,1,5.3100000000000005,"[-95,-85)","[35,40)","[60,80)",Low,High,Low,South
4644585,1637719771,Nashville,-86.7844,36.1659,2.6,2.6,-1.49,5.18,1024,56,0,0,1,6.67,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,North
4308225,1637719770,Shively,-85.8227,38.2001,0.38,-3.12,-2.65,2.65,1024,68,3.09,150,1,5.3,"[-95,-85)","[35,40)","[60,80)",Low,High,Low,South
4643336,1637719771,Mount Juliet,-86.5186,36.2001,2.17,0.66,-1.72,4.95,1025,63,1.54,150,1,6.67,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4262045,1637719770,New Albany,-85.8241,38.2856,0.38,-3.12,-2.65,2.65,1024,69,3.09,150,1,5.3,"[-95,-85)","[35,40)","[60,80)",Low,High,Low,South
4299276,1637719770,Louisville,-85.7594,38.2542,0.51,-1.93,-2.68,2.62,1024,65,2.06,150,1,5.300000000000001,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4303012,1637719770,Okolona,-85.6877,38.1412,0.49,-2.99,-2.68,2.77,1024,63,3.09,150,1,5.45,"[-95,-85)","[35,40)","[60,80)",Low,High,Low,South
4608408,1637719771,Brentwood,-86.7828,36.0331,1.79,0.23,-2.14,4.53,1026,55,1.54,150,1,6.67,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4255836,1637719770,Clarksville,-85.76,38.2967,0.46,-1.99,-2.65,2.65,1024,65,2.06,150,1,5.3,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4259671,1637719770,Jeffersonville,-85.7372,38.2776,0.53,-1.91,-2.65,2.65,1024,65,2.06,150,1,5.3,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4302504,1637719770,Newburg,-85.6597,38.1601,0.46,0.46,-2.75,2.69,1024,62,0.89,135,1,5.4399999999999995,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4636045,1637719771,Lebanon,-86.2911,36.2081,1.79,1.79,-1.07,5.05,1024,70,0,0,20,6.12,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,North
4379966,1637719770,Cape Girardeau,-89.5182,37.3059,3.66,0.83,2.99,4.95,1021,64,3.09,130,1,1.96,"[-95,-85)","[35,40)","[60,80)",Low,High,Low,East
4294799,1637719770,Highview,-85.6241,38.1428,0.09,0.09,-3.1,2.34,1023,61,0.89,135,1,5.4399999999999995,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4307238,1637719770,Saint Matthews,-85.6558,38.2529,0.43,-2.03,-2.85,2.45,1023,62,2.06,150,1,5.300000000000001,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4291620,1637719770,Fern Creek,-85.5877,38.1598,0.12,0.12,-3.1,2.35,1024,61,0.89,135,1,5.45,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4623560,1637719771,Franklin,-86.8689,35.9251,1.82,-0.39,-1.82,4.86,1025,64,2.05,133,0,6.680000000000001,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,East
4635031,1637719771,La Vergne,-86.5819,36.0156,2,2,-1.66,5.01,1025,60,0,0,1,6.67,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,North
4296218,1637719770,Jeffersontown,-85.5644,38.1942,0.25,0.25,-2.99,2.45,1023,63,0.89,135,1,5.44,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4658590,1637719771,Smyrna,-86.5186,35.9828,1.89,1.89,-1.59,5.08,1023,72,0,0,1,6.67,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,North
4408672,1637719770,Sikeston,-89.5879,36.8767,3.5,2.18,2.96,4.94,1022,81,1.54,150,1,1.9800000000000004,"[-95,-85)","[35,40)","[80,100)",Low,High,Very Low,South
4659446,1637719771,Spring Hill,-86.93,35.7512,1.12,-1.34,-1.97,4.71,1025,73,2.16,124,0,6.68,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,East
4254679,1637719770,Bloomington,-86.5264,39.1653,1.21,-3.99,-1.71,2.12,1011,61,6.17,160,1,3.83,"[-95,-85)","[35,40)","[60,80)",Low,Low,High,South
4644312,1637719771,Murfreesboro,-86.3903,35.8456,1.4,1.4,-1.75,4.92,1024,75,0,0,75,6.67,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,North
4614867,1637719771,Columbia,-87.0353,35.6151,1.54,1.54,-1.67,4.82,1024,67,0,0,1,6.49,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,North
4264617,1637719770,Seymour,-85.8903,38.9592,0.37,0.37,-1.86,2.47,1024,60,0.89,358,0,4.33,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,North
4265737,1637719770,Terre Haute,-87.4139,39.4667,2.03,2.03,-0.04,2.8,1022,64,0.45,167,1,2.84,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4235668,1637719770,Charleston,-88.1761,39.4962,1.75,-3.22,0.67,2.65,1022,51,5.99,170,2,1.98,"[-95,-85)","[35,40)","[40,60)",Low,High,Low,South
4615145,1637719771,Cookeville,-85.5016,36.1628,-0.56,-0.56,-3.16,3.79,1024,82,0,0,1,6.95,"[-95,-85)","[35,40)","[80,100)",Very Low,High,Very Low,North
4244099,1637719770,Mattoon,-88.3728,39.4831,2.13,-3.05,0.55,2.97,1020,56,6.69,160,1,2.42,"[-95,-85)","[35,40)","[40,60)",Low,High,High,South
4256038,1637719770,Columbus,-85.9214,39.2014,0.41,0.41,-1.84,2.44,1024,64,0.89,179,1,4.28,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4619800,1637719771,Dyersburg,-89.3856,36.0345,6.62,4.76,4.41,7.58,1023,49,2.57,140,1,3.17,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4632595,1637719771,Jackson,-88.814,35.6145,5.22,5.22,1.77,7.34,1020,58,0.45,152,1,5.57,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4657077,1637719771,Shelbyville,-86.4603,35.4834,0.27,-2.77,-2.07,3.56,1025,74,2.57,100,1,5.63,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,East
4245926,1637719770,O'Fallon,-89.9112,38.5923,4.98,2.08,3.7,7.69,1019,52,3.6,170,1,3.99,"[-95,-85)","[35,40)","[40,60)",Low,Low,Low,South
4233813,1637719770,Belleville,-89.984,38.5201,5.22,2.37,3.79,7.78,1019,54,3.6,170,1,3.99,"[-95,-85)","[35,40)","[40,60)",Low,Low,Low,South
4238132,1637719770,Fairview Heights,-89.9904,38.5889,5.13,2.26,3.62,7.85,1019,53,3.6,170,1,4.2299999999999995,"[-95,-85)","[35,40)","[40,60)",Low,Low,Low,South
4236191,1637719770,Collinsville,-89.9846,38.6703,5.19,2.02,3.68,7.91,1019,54,4.12,160,1,4.23,"[-95,-85)","[35,40)","[40,60)",Low,Low,Low,South
4828382,1637719771,Franklin,-86.055,39.4806,0.49,-2.51,-1.41,2.25,1023,62,2.57,150,1,3.66,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4237717,1637719770,Edwardsville,-89.9532,38.8114,5.16,2.61,3.71,7.94,1019,53,3.13,163,1,4.23,"[-95,-85)","[35,40)","[40,60)",Low,Low,Low,South
4263108,1637719770,Plainfield,-86.3994,39.7042,0.75,-3.44,-1.44,2.22,1022,56,4.12,150,20,3.66,"[-95,-85)","[35,40)","[40,60)",Low,High,Low,South
4663494,1637719771,Tullahoma,-86.2094,35.362,-0.05,-0.05,-1.71,1.88,1024,69,0,0,1,3.59,"[-95,-85)","[35,40)","[60,80)",Very Low,High,Very Low,North
4258313,1637719770,Greenwood,-86.1067,39.6137,0.38,0.38,-1.59,2.07,1022,59,0.89,171,1,3.66,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4264688,1637719770,Shelbyville,-85.7769,39.5214,0.26,-4.37,-1.68,2.12,1023,51,4.63,160,1,3.8,"[-95,-85)","[35,40)","[40,60)",Low,High,Low,South
4255056,1637719770,Brownsburg,-86.3978,39.8434,0.54,-0.88,-1.74,1.88,1023,56,1.34,155,1,3.62,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4102412,1637719770,Blytheville,-89.919,35.9273,6.49,4.53,4.45,8.04,1022,52,2.68,150,1,3.589999999999999,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4259418,1637719770,Indianapolis,-86.158,39.7684,0.68,-3.53,-1.4,2.22,1022,59,4.12,150,20,3.62,"[-95,-85)","[35,40)","[40,60)",Low,High,Low,South
4236895,1637719770,Decatur,-88.9548,39.8403,2.24,-3.11,0.7,4.28,1019,65,7.2,170,1,3.58,"[-95,-85)","[35,40)","[60,80)",Low,Low,High,South
4260210,1637719770,Lawrence,-86.0253,39.8387,0.27,-3.66,-1.72,1.9,1023,59,3.6,160,1,3.62,"[-95,-85)","[35,40)","[40,60)",Low,High,Low,South
4258285,1637719770,Greenfield,-85.7694,39.785,0.11,-1.36,-1.9,1.89,1023,57,1.34,168,1,3.79,"[-95,-85)","[35,40)","[40,60)",Low,High,Very Low,South
4255466,1637719770,Carmel,-86.118,39.9784,0.5,0.5,-1.09,1.97,1021,60,0.89,181,1,3.06,"[-95,-85)","[35,40)","[60,80)",Low,High,Very Low,South
4257494,1637719770,Fishers,-86.0139,39.9556,0.39,0.39,-1.62,2.01,1017,59,0.89,167,1,3.63,"[-95,-85)","[35,40)","[40,60)",Low,Low,Very Low,South
4250542,1637719770,Springfield,-89.6437,39.8017,3.28,-2.47,1.08,5.03,1018,61,9.26,170,1,3.95,"[-95,-85)","[35,40)","[60,80)",Low,Low,Very High,South
4262072,1637719770,New Castle,-85.3702,39.9289,-0.7,-0.7,-2.4,0.77,1025,65,0.45,217,2,3.17,"[-95,-85)","[35,40)","[60,80)",Very Low,High,Very Low,South
