id,dt,name,Lon,Lat,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,numclouds,tempdiff,lon_cat,lat_cat,humidity_cat,temp_cat,pressure_cat,wind_speed_cat,wind_deg_cat
5341531,1637716160,Danville,-122,37.8216,14.09,13.3,11.98,16.11,1014,67,1.34,334,1,4.129999999999999,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5383777,1637716160,Pleasanton,-121.8747,37.6624,14.12,13.26,12.01,16.14,1016,64,0.45,54,1,4.130000000000001,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,East
5383187,1637716160,Pinole,-122.2989,38.0044,14.63,13.95,12.16,16.58,1015,69,0.45,73,100,4.419999999999998,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,East
5406990,1637716160,Walnut Creek,-122.065,37.9063,14.5,13.76,12.42,16.49,1016,67,0.45,33,1,4.0699999999999985,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5356451,1637716160,Hercules,-122.2886,38.0171,14.76,14.09,12.29,16.72,1015,69,0.45,92,100,4.43,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,East
5323566,1637716161,Alum Rock,-121.8272,37.3661,14.68,13.82,12.39,16.52,1017,62,0.89,124,40,4.129999999999999,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,East
5383720,1637716160,Pleasant Hill,-122.0608,37.948,14.72,14,12.3,16.73,1016,67,0.45,143,1,4.43,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,South
5370868,1637716160,Martinez,-122.1341,38.0194,14.79,14.1,12.36,16.78,1016,68,1.54,80,1,4.420000000000002,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,East
5339111,1637716160,Concord,-122.0311,37.978,14.65,13.92,12.25,16.67,1016,67,0.45,48,1,4.420000000000002,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,East
5367440,1637716160,Livermore,-121.768,37.6819,13.79,12.87,11.72,15.85,1017,63,2.57,70,1,4.129999999999999,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,East
5378044,1637716160,Novato,-122.5697,38.1074,14.66,14.14,12.35,16.77,1018,75,0,0,1,4.42,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5327550,1637716160,Benicia,-122.1586,38.0494,14.79,14.1,12.36,16.78,1017,68,1.54,80,1,4.420000000000002,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,East
5405380,1637716160,Vallejo,-122.2566,38.1041,14.71,14.06,12.27,16.7,1017,70,0.89,166,1,4.43,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,South
5393052,1637716160,Santa Cruz,-122.0308,36.9741,14.97,14.35,12.64,16.74,1015,70,2.68,38,100,4.099999999999998,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5367314,1637716160,Live Oak,-121.9805,36.9836,14.84,14.21,12.49,16.59,1015,70,0.89,310,1,4.1,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,West
5326561,1637716160,Bay Point,-121.9616,38.0291,14.6,13.84,12.23,16.65,1016,66,1.34,358,1,4.419999999999998,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5326563,1637716160,Bay Point,-121.9419,38.0268,14.63,13.85,12.26,16.68,1017,65,1.34,358,1,4.42,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5323694,1637716160,American Canyon,-122.2608,38.1749,14.72,14.05,12.32,16.75,1017,69,0.89,166,1,4.43,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,South
5383465,1637716160,Pittsburg,-121.8847,38.028,14.7,13.92,12.34,16.77,1017,65,1.34,358,1,4.43,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5382232,1637716160,Petaluma,-122.6367,38.2324,14.59,13.96,12.34,16.76,1017,71,0.45,203,1,4.420000000000002,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,South
5324200,1637716160,Antioch,-121.8058,38.0049,14.62,13.81,12.68,16.75,1018,64,0.45,271,100,4.07,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,West
5330642,1637716160,Brentwood,-121.7258,37.9269,14.42,13.64,12.55,16.62,1018,66,0.89,5,100,4.07,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5374764,1637716160,Morgan Hill,-121.6544,37.1305,14.44,13.58,11.75,16.09,1015,63,3.6,320,1,4.34,"[-125,-115)","[35,40)","[60,80)",High,Low,Low,North
5378566,1637716160,Oakley,-121.7124,37.9974,14.58,13.79,12.71,16.79,1018,65,0.89,338,100,4.079999999999998,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5376095,1637716160,Napa,-122.2855,38.2971,14.68,13.8,12.36,16.79,1018,61,2.57,230,1,4.43,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,West
5399629,1637716160,Suisun,-122.0402,38.2383,14.75,13.82,12.39,16.81,1012,59,3.09,350,1,4.419999999999998,"[-125,-115)","[35,40)","[40,60)",High,Low,Low,North
5347335,1637716160,Fairfield,-122.04,38.2494,14.73,13.8,12.72,16.79,1012,59,3.09,350,1,4.0699999999999985,"[-125,-115)","[35,40)","[40,60)",High,Low,Low,North
5407529,1637716160,Watsonville,-121.7569,36.9102,14.95,14.43,12.64,16.74,1015,74,2.57,120,1,4.099999999999998,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,East
5388564,1637716160,Rohnert Park,-122.7011,38.3396,14.4,13.54,12.19,16.62,1017,63,1.79,260,100,4.4300000000000015,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,West
5403191,1637716160,Tracy,-121.4252,37.7397,14.03,13.63,12.66,16.7,1016,82,3.42,299,100,4.039999999999999,"[-125,-115)","[35,40)","[80,100)",High,Low,Low,West
5352214,1637716160,Gilroy,-121.5683,37.0058,14.8,13.98,12.31,16.41,1016,63,0.89,24,1,4.1,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5405228,1637716160,Vacaville,-121.9877,38.3566,14.36,13.31,12.5,16.46,1017,56,3.09,350,1,3.960000000000001,"[-125,-115)","[35,40)","[40,60)",High,Low,Low,North
5393287,1637716160,Santa Rosa,-122.7144,38.4405,14.28,13.41,11.6,16.08,1028,63,0.7,4,100,4.479999999999999,"[-125,-115)","[35,40)","[60,80)",High,High,Very Low,North
5385082,1637716160,Prunedale,-121.6697,36.7758,14.59,14.14,12.56,16.66,1017,78,3.09,260,1,4.1,"[-125,-115)","[35,40)","[60,80)",High,Low,Low,West
5370493,1637716160,Marina,-121.8022,36.6844,14.14,13.75,12.36,16.66,1016,82,0.89,194,1,4.300000000000001,"[-125,-115)","[35,40)","[80,100)",High,Low,Very Low,South
5380437,1637716160,Pacific Grove,-121.9166,36.6177,13.5,13.07,11.94,16.43,1016,83,0.89,194,1,4.49,"[-125,-115)","[35,40)","[80,100)",High,Low,Very Low,South
5365425,1637716160,Lathrop,-121.2766,37.8227,13.63,13.16,11.86,15.88,1016,81,2.57,260,1,4.020000000000001,"[-125,-115)","[35,40)","[80,100)",High,Low,Very Low,West
5374361,1637716160,Monterey,-121.8947,36.6002,13.67,13.26,12.19,16.67,1016,83,0.89,194,1,4.480000000000002,"[-125,-115)","[35,40)","[80,100)",High,Low,Very Low,South
5394136,1637716160,Seaside,-121.8516,36.6111,13.77,13.34,12.21,16.7,1016,82,0.89,194,1,4.489999999999998,"[-125,-115)","[35,40)","[80,100)",High,Low,Very Low,South
5370164,1637716160,Manteca,-121.216,37.7974,13.55,13.08,12.02,15.61,1017,81,2.57,260,1,3.59,"[-125,-115)","[35,40)","[80,100)",High,Low,Very Low,West
5399020,1637716160,Stockton,-121.2908,37.9577,13.85,13.33,12.06,16.14,1017,78,2.57,260,1,4.08,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,West
5391295,1637716160,Salinas,-121.6555,36.6777,14.2,13.69,12.35,16.66,1017,77,3.09,260,1,4.3100000000000005,"[-125,-115)","[35,40)","[60,80)",High,Low,Low,West
5410004,1637716160,Windsor,-122.8164,38.5471,14.03,13.21,11.01,16.11,1017,66,0.92,349,92,5.1,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5343303,1637716160,Dixon,-121.8233,38.4455,14.77,13.66,12.74,16.56,1017,52,3.6,340,1,3.8199999999999985,"[-125,-115)","[35,40)","[40,60)",High,Low,Low,North
5381515,1637716160,Patterson,-121.1297,37.4716,13.63,12.98,11.9,16.03,1016,74,4.76,318,100,4.130000000000001,"[-125,-115)","[35,40)","[60,80)",High,Low,Low,North
5357499,1637716160,Hollister,-121.4016,36.8525,14.68,13.8,11.89,16.19,1014,61,3.09,290,1,4.300000000000001,"[-125,-115)","[35,40)","[60,80)",High,Low,Low,West
5367565,1637716160,Lodi,-121.2725,38.1302,14.22,13.79,11.99,16.59,1015,80,0.45,355,100,4.6,"[-125,-115)","[35,40)","[80,100)",High,Low,Very Low,North
5373900,1637716160,Modesto,-120.9969,37.6391,13,12.5,11.15,15.32,1016,82,4.63,290,1,4.17,"[-125,-115)","[35,40)","[80,100)",High,Low,Low,West
5341704,1637716160,Davis,-121.7405,38.5449,14.92,13.77,12.77,16.59,1016,50,3.6,340,1,3.8200000000000003,"[-125,-115)","[35,40)","[40,60)",High,Low,Low,North
5351428,1637716160,Galt,-121.3,38.2546,14.67,14.2,11.99,16.59,1016,77,0.45,355,100,4.6,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5335650,1637716160,Ceres,-120.9577,37.5949,12.99,12.41,11.14,15.31,1016,79,4.63,290,1,4.17,"[-125,-115)","[35,40)","[60,80)",High,Low,Low,West
5364271,1637716160,Laguna,-121.4238,38.421,15.04,14.27,12.74,16.1,1017,64,0.89,12,1,3.360000000000001,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5387844,1637716160,Riverbank,-120.9355,37.736,12.74,12.24,11.04,15.85,999,83,3.58,287,1,4.8100000000000005,"[-125,-115)","[35,40)","[80,100)",High,Very Low,Low,West
5346111,1637716160,Elk Grove,-121.3716,38.4088,14.99,14.24,12.7,16.06,1017,65,0.45,287,1,3.3599999999999994,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,West
5410430,1637716160,Woodland,-121.7733,38.6785,14.85,13.77,12.8,16.03,1016,53,2.24,299,40,3.2300000000000004,"[-125,-115)","[35,40)","[40,60)",High,Low,Very Low,West
5404024,1637716160,Turlock,-120.8466,37.4947,13.3,12.57,12.16,13.95,1016,72,4.63,290,1,1.7899999999999991,"[-125,-115)","[35,40)","[60,80)",High,Low,Low,West
5349613,1637716160,Florin,-121.4088,38.496,15.02,14.22,12.3,16.63,1016,63,2.57,320,1,4.329999999999998,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5408211,1637716160,West Sacramento,-121.5302,38.5805,14.99,14.16,12.83,16.64,1018,62,1.34,10,1,3.8100000000000005,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
7176039,1637716161,Vineyard,-121.3469,38.4645,14.9,14.09,12.19,16.51,1017,63,0.45,287,40,4.320000000000002,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,West
5378500,1637716160,Oakdale,-120.8472,37.7666,13.4,12.88,11.78,15.82,991,80,3.58,287,1,4.040000000000001,"[-125,-115)","[35,40)","[80,100)",High,Very Low,Low,West
5389489,1637716160,Sacramento,-121.4944,38.5816,14.97,14.17,12.3,16.63,1017,63,1.34,10,1,4.329999999999998,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5388873,1637716160,Rosemont,-121.3647,38.5518,14.93,14.15,12.27,16.06,1016,64,2.57,350,40,3.789999999999999,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5368453,1637716160,Los Banos,-120.8499,37.0583,13.45,12.73,12.13,16.53,1015,72,3.13,18,100,4.4,"[-125,-115)","[35,40)","[60,80)",High,Low,Low,North
7260806,1637716161,Arden-Arcade,-121.3785,38.6025,14.87,14.08,12.25,16.05,1016,64,2.57,330,1,3.8000000000000007,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5397018,1637716160,Soledad,-121.3263,36.4247,14.33,12.11,11.89,16.14,1015,11,2.62,308,100,4.25,"[-125,-115)","[35,40)","[0,40)",High,Low,Very Low,West
5385941,1637716160,Rancho Cordova,-121.3027,38.5891,14.8,14.03,12.19,15.99,1016,65,2.57,350,40,3.8000000000000007,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5334336,1637716160,Carmichael,-121.3283,38.6171,14.72,13.92,12.12,15.92,1015,64,2.57,350,40,3.8000000000000007,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5387687,1637716160,Rio Linda,-121.4486,38.691,14.71,13.93,11.73,16.05,1016,65,1.34,320,1,4.32,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5337908,1637716160,Clearlake,-122.6264,38.9582,11.46,10.12,8.4,13.49,1018,56,0.56,349,13,5.09,"[-125,-115)","[35,40)","[40,60)",High,Low,Very Low,North
5377640,1637716160,North Highlands,-121.3722,38.6857,14.61,13.82,11.64,15.97,1015,65,2.57,330,1,4.33,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5349803,1637716160,Foothill Farms,-121.3511,38.6788,14.54,13.75,11.56,15.88,1015,65,2.57,330,1,4.32,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5347287,1637716160,Fair Oaks,-121.2722,38.6446,14.46,13.68,11.48,15.8,1015,66,0.45,323,40,4.32,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5325187,1637716160,Atwater,-120.6091,37.3477,12.9,12.31,11.03,15.33,1017,79,4.63,320,1,4.300000000000001,"[-125,-115)","[35,40)","[60,80)",High,Low,Low,North
5324105,1637716160,Antelope,-121.3299,38.7082,14.44,13.64,11.52,15.84,1015,65,0.45,327,1,4.32,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5337561,1637716160,Citrus Heights,-121.2811,38.7071,14.4,13.67,11.51,15.83,1015,68,0.45,327,1,4.32,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5379566,1637716160,Orangevale,-121.2258,38.6785,14.28,13.59,11.37,15.69,1015,70,0.45,323,40,4.32,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5354172,1637716160,Greenfield,-121.2438,36.3208,14.42,12.2,11.7,16.44,1015,11,4.92,360,100,4.740000000000002,"[-125,-115)","[35,40)","[0,40)",High,Low,Low,North
5349705,1637716160,Folsom,-121.1761,38.678,14.25,13.58,11.4,15.73,1015,71,0.45,323,40,4.33,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5388881,1637716160,Roseville,-121.288,38.7521,14.32,13.58,11.17,15.83,1016,68,0.89,293,1,4.66,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,West
5372253,1637716160,Merced,-120.483,37.3022,12.96,12.35,10.99,16.31,1015,78,2.68,289,1,5.3199999999999985,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,West
5345679,1637716160,El Dorado Hills,-121.0822,38.6857,13.01,12.3,10.27,14.6,1016,74,0.45,319,24,4.33,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5388319,1637716160,Rocklin,-121.2358,38.7907,14.03,13.29,11.35,15.67,1017,69,0.89,293,1,4.32,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,West
5353530,1637716160,Granite Bay,-121.1638,38.7632,13.69,12.99,10.68,15.58,1016,72,2.12,341,19,4.9,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5333282,1637716160,Cameron Park,-120.9872,38.6688,12.19,11.48,9.46,13.88,1013,77,0.45,315,17,4.42,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5366375,1637716160,Lincoln,-121.293,38.8916,14.03,13.37,11.17,16.07,1016,72,2.57,330,1,4.9,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,North
5404476,1637716160,Ukiah,-123.2078,39.1502,11.33,9.85,8.75,14.21,1019,51,1.54,130,1,5.460000000000001,"[-125,-115)","[35,40)","[40,60)",High,Low,Very Low,East
5397851,1637716160,South Yuba City,-121.6391,39.1166,14.01,13.03,11.73,16.05,1017,60,3.09,320,1,4.32,"[-125,-115)","[35,40)","[60,80)",High,Low,Low,North
5411015,1637716160,Yuba City,-121.6169,39.1405,13.98,13,11.72,16.03,1017,60,3.09,320,1,4.3100000000000005,"[-125,-115)","[35,40)","[60,80)",High,Low,Low,North
5366531,1637716160,Linda,-121.5508,39.1277,13.93,12.95,11.37,16.03,1017,60,3.09,320,1,4.660000000000002,"[-125,-115)","[35,40)","[60,80)",High,Low,Low,North
5336667,1637716160,Chowchilla,-120.2602,37.123,13.09,12.44,11.88,17.1,1016,76,3.09,300,1,5.220000000000001,"[-125,-115)","[35,40)","[60,80)",High,Low,Low,West
5369568,1637716160,Madera,-120.0607,36.9613,13.28,12.28,11.14,17.05,1016,62,3.09,300,1,5.91,"[-125,-115)","[35,40)","[60,80)",High,Low,Low,West
5379759,1637716160,Oroville,-121.5564,39.5138,13.85,13.01,11.17,15.1,1016,66,2.06,300,1,3.9299999999999997,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,West
5336269,1637716160,Chico,-121.8375,39.7285,14.48,13.21,13.08,15.03,1016,47,1.34,3,16,1.9499999999999993,"[-125,-115)","[35,40)","[40,60)",High,Low,Very Low,North
5381002,1637716160,Paradise,-121.6219,39.7596,11.07,9.41,9.95,11.9,1017,45,2.39,18,8,1.950000000000001,"[-125,-115)","[35,40)","[40,60)",High,Low,Very Low,North
5381438,1637716160,Paso Robles,-120.691,35.6266,14.91,13.45,11.59,17.16,1014,38,3.09,320,1,5.57,"[-125,-115)","[35,40)","[0,40)",High,Low,Low,North
5325327,1637716160,Avenal,-120.129,36.0041,12.43,10.59,9.9,17.83,1014,33,2.92,356,100,7.929999999999998,"[-125,-115)","[35,40)","[0,40)",High,Low,Very Low,North
5325111,1637716160,Atascadero,-120.6707,35.4894,14.17,12.71,11.32,16.89,1013,41,2.3,40,98,5.57,"[-125,-115)","[35,40)","[40,60)",High,Low,Very Low,North
5403676,1637716160,Truckee,-120.1833,39.328,4.72,2.98,0.45,7.06,960,48,2.06,10,1,6.609999999999999,"[-125,-115)","[35,40)","[40,60)",Low,Very Low,Very Low,North
5392323,1637716160,San Luis Obispo,-120.6596,35.2827,14.93,14.36,12.59,18.16,1013,72,2.68,177,1,5.57,"[-125,-115)","[35,40)","[60,80)",High,Low,Very Low,South
